0,9,2
0,9,2
0,9,2
1,11,7
0,5,6
0,0,7
0,0,7
-1,5,7
0,9,4
0,9,1
0,10,0
0,9,0
0,9,0
0,10,2
1,9,5
-1,5,7
0,0,7
0,0,9
0,4,6
0,8,7
0,9,3
1,9,1
1,9,0
0,9,0
0,9,0
0,10,3
0,9,6
1,1,8
0,0,7
0,0,9
0,1,7
0,7,6
0,9,3
1,10,0
1,9,0
1,9,0
1,10,0
1,11,3
0,8,6
1,1,8
0,0,6
0,1,9
-1,6,6
0,8,4
0,10,2
0,9,0
0,9,0
0,9,0
0,10,2
1,10,5
0,4,7
0,0,7
0,0,9
0,3,7
0,8,6
0,10,3
1,10,0
0,9,0
1,9,-1
1,10,0
1,10,3
0,8,6
0,1,8
0,0,8
0,0,8
0,6,6
1,9,4
0,9,1
0,9,-1
1,9,-1
0,9,-1
0,10,1
1,11,4
0,6,7
0,0,7
0,0,8
0,1,8
-1,5,7
1,8,3
1,10,2
1,8,0
1,10,-1
1,9,-1
1,9,0
1,10,2
0,8,5
3,0,8
0,0,7
0,0,7
0,6,7
1,9,5
1,10,2
1,9,0
1,9,0
1,9,-1
1,10,2
2,10,4
0,4,6
0,-1,7
1,0,7
-1,7,6
1,10,5
1,9,1
1,9,0
1,10,0
0,9,-1
1,9,0
2,11,3
0,7,5
0,1,8
0,0,7
0,0,8
0,5,7
0,9,6
0,9,3
1,9,0
1,9,0
0,9,0
0,10,0
1,11,3
1,8,5
0,1,7
0,0,7
0,0,9
0,5,7
1,9,6
0,10,3
0,9,0
0,9,0
0,9,0
0,10,0
0,10,3
0,9,5
0,3,8
0,0,7
0,0,9
0,1,7
0,9,5
0,9,4
0,12,2
1,9,2
0,9,1
1,9,1
1,9,1
