xyz
9.1104335791443
9.086390922693123
9.364160400164021
9.476945710512434
9.103570728016562
7.9096460097781875
7.211102550927978
7.386643351347079
7.292976072907411
7.826237921249264
8.728545125048045
9.317322576792112
9.5818839483684
9.842509842514763
9.141252649391111
7.78219120813669
7.495832175282475
7.495832175282475
7.725768570181222
7.988272654335229
8.558621384311845
9.100137361600648
9.503288904374106
9.51643315533714
9.222933372848358
8.284020762890446
7.656696415556778
7.830229881682913
7.850159234053791
7.790218225441442
8.870597499605086
9.33742469849155
9.266876496425319
9.778803607803972
9.633924433998846
8.667467911679857
7.9726093595509875
7.850159234053791
7.762087348130012
7.73789377027108
8.177713616898062
9.185586535436919
9.82980162566875
9.51643315533714
9.542667341996157
9.51643315533714
9.467048114380743
8.280247580839598
7.458216945088149
7.850159234053791
7.75806032459145
7.866066361276137
8.492643875731515
8.891709621889369
9.086390922693123
9.034655499796326
9.027735042633894
9.266876496425319
9.222933372848358
8.166241485530538
7.623975340988453
7.520804478245662
7.352720584926371
7.850159234053791
8.177713616898062
8.881159834165805
9.182183836103478
9.027735042633894
9.256754290786809
9.877373132569206
9.027735042633894
7.705517503711221
7.424621202458749
7.057797106746552
7.78219120813669
8.54766049863938
9.344115795515378
9.60143218483576
9.086390922693123
9.058835465996719
9.334077351297235
9.572094859538323
8.753570700005799
7.9726093595509875
7.850159234053791
7.458216945088149
7.520804478245662
7.6198753270640855
8.276472678623424
8.97566153550812
9.263503656824453
9.25
9.283722313813572
9.476945710512434
8.2915619758885
7.6198753270640855
7.390872749547241
7.3569694847810805
7.846177413237608
8.166241485530538
8.965210538520553
9.233092656309694
9.034655499796326
9.003471552684553
9.280355596635292
9.519716382329886
8.38525491562421
7.603453162872775
7.386643351347079
7.433034373659253
7.770135133960027
8.359126748650244
9.103570728016562
9.137833441248533
9.017344398435716
9.263503656824453
9.5818839483684
9.663074045043844
8.54766049863938
8.054501846793507
8.143248737451165
7.352720584926371
7.866066361276137
8.223442101699263
9.467048114380743
9.81389321319526
9.293815147720553
9.283722313813572
9.253377761660873
9.46374661537385
8.280247580839598
7.6198753270640855
7.754031209635412
7.5249584716462055
7.850159234053791
8.488963423174823
8.96172416446746
9.076067430335673
8.792752697534487
8.874119674649425
9.03811374126261
9.219544457292887
