-3	-6	8
-2	-4	8
-3	-5	8
-3	-6	8
-3	-6	6
-4	-7	5
-3	-6	9
-1	-7	8
-9	1  -1
1	-7	4
0	-4	6
1	-4	10
0	-1	9
0	-1	9
0	-2	9
0	-2	9
0	-3	9
0	-3	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-4	8
0	-4	8
0	-4	8
0	-5	8
0	-5	8
0	-5	8
0	-4	8
0	-5	8
0	-5	8
0	-4	8
0	-5	8
0	-6	8
0	-5	8
0	-6	7
0	-6	7
0	-7	6
0	-8	5
0	-9	4
0	-9	3
0	-9	3
0	-9	2
0	-9	2
0	-9	2
0	-9	2
0	-8	4
0	-8	4
0	-8	6
0	-7	7
0	-5	8
0	-5	8
0	-4	8
0	-4	8
0	-4	8
0	-5	8
0	-6	7
0	-6	7
0	-6	6
0	-6	6
0	-6	7
0	-5	8
0	-5	8
0	-3	8
0	-4	9
0	-3	9
0	-3	9
0	-3	9
0	-3	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-2	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-1	9
0	-3	10
-2	-6	7
-1	-4	8
-6	-6	6
-5	-5	6
-7	-6	4
-5	-6	3
-5	-6	3
-5	-5	3
-4	-6	5
-4	-6	5
-4	-8	3
-4	-7	7
-3	-6	4
-3	-9	7
-2	-7	7
-3	-10	5
-7	-9	6
-6	-4	5
-6	0	5
0	2              7	
0	4              7	
0	4              8	
0	4              9	
1	4              9	
2	2              10
1	4              9	
0	4              7	
0	4              7	
1	4              8	
0	4              8	
0	5              8	
0	4              8	
0	5              8	
